"","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneName"
"384","ENSMZEG00005010457",501.85178011964,0.41309002018109,0.126088519728102,3.27619057684142,0.001052175357099,0.0161600955798962,"sowahca"
"385","ENSMZEG00005010470",1574.22166674512,0.692488346533471,0.211976596023322,3.26681510848151,0.00108764689289011,0.0165026827151222,"pbx1b"
"386","ENSMZEG00005010472",27.5789256063173,1.30912283006993,0.431593636930262,3.03323014533104,0.00241950999202937,0.0288525287738725,"clic5b"
"387","ENSMZEG00005010492",469.87497201482,0.278549507678114,0.0926029154716839,3.00799932981904,0.00262973717900221,0.0303489157200245,"med8"
"389","ENSMZEG00005010629",62.9717215099615,0.565267397607508,0.193528656855381,2.92084597078519,0.00349082366870268,0.0366620070566957,"wdcp"
"390","ENSMZEG00005010677",1388.42595114692,0.301444755840198,0.067411174645968,4.47173272715295,7.75883609484223e-06,0.000429056029342721,"ptbp2b"
"391","ENSMZEG00005010683",1.91567374299454,4.24443216774867,1.42244180155766,2.98390567761771,0.002845944882669,0.0319612784682817,"tlr18"
"392","ENSMZEG00005010707",255.748602554237,0.569641121240325,0.188461105700452,3.02259248200388,0.00250619490244771,0.0294504007234506,"LINGO1"
"395","ENSMZEG00005010766",810.107446816138,0.247614463239835,0.0763724765202319,3.24219502263017,0.00118612823955185,0.0174568984610365,"nampt1"
"396","ENSMZEG00005010783",833.599236899769,0.377512075858061,0.110139819945858,3.42757120942849,0.000609006557016123,0.0108362822865913,"ptpn23a"
"397","ENSMZEG00005010790",1081.93921941508,0.39322841426122,0.128016285711038,3.07170616673589,0.00212839126091264,0.0263898715597195,"wdr11"
"398","ENSMZEG00005010892",192.409557677548,0.638215642800171,0.218778266215416,2.91718027499022,0.00353211561587084,0.0369430791596129,"pip5k1ca"
"400","ENSMZEG00005010905",15.7401137539098,1.9122846341828,0.568571331243783,3.36331525896595,0.000770123618634875,0.0128994276790201,"cabp2a"
"401","ENSMZEG00005010937",76.3976783246502,0.667321566770486,0.21259102160304,3.1389922384236,0.00169529938127213,0.0223704817734805,"pdzrn4"
"404","ENSMZEG00005011021",55.8511052364226,1.45074626060788,0.502597746691596,2.88649575163752,0.0038955800640425,0.0394134876255277,"casp20"
"405","ENSMZEG00005011028",24.0188096210104,1.27271192405716,0.310713820274301,4.09609048909894,4.20185745051406e-05,0.00153401792554204,"gstr"
"406","ENSMZEG00005011058",89.8101138588341,2.73608808961571,0.676226486622894,4.04611198132722,5.20753291281639e-05,0.00179651922903614,"ACTA1"
"408","ENSMZEG00005011093",229.64454044034,0.5310779085872,0.172323665229521,3.08186288795475,0.00205709567054511,0.0257544779895748,"zgc:153240"
"410","ENSMZEG00005011144",352.607829397958,0.288007537876326,0.0984258385293032,2.9261375079937,0.00343199204389619,0.0361665597825249,"znf410"
"414","ENSMZEG00005011267",23.0358451193852,1.18062987997355,0.406089662048716,2.90731331109807,0.00364547869737132,0.0376771829455299,"ora4"
"416","ENSMZEG00005011422",4.07798257472029,4.42295887022244,1.50962678762496,2.92983597434762,0.00339140969161955,0.0359051343705651,"zgc:136472"
"418","ENSMZEG00005011456",189.056246509614,0.806453571605916,0.22004059037658,3.66502184994934,0.00024731746742769,0.00562497651220115,"inip"
"419","ENSMZEG00005011494",362.940125075633,0.863385721675347,0.268879041448674,3.21105623191593,0.00132248053703325,0.0188251141176936,"tmem168a"
"420","ENSMZEG00005011583",1038.00667743248,0.400831831477067,0.124458338028769,3.22061050971461,0.00127917864571218,0.018429647895631,"GTF2IRD1"
"421","ENSMZEG00005011594",1272.10881053781,0.343548040425745,0.0897589625779897,3.82745110414176,0.000129477093930141,0.00353625724377377,"atrx"
"423","ENSMZEG00005011626",49.0695316484212,1.79890367194271,0.611013233638886,2.94413209551836,0.00323861738774933,0.0346301827025594,"MFAP2"
"425","ENSMZEG00005011724",1134.84488604067,0.308196477986332,0.0815280507033557,3.78025078886924,0.000156670468324909,0.00408175416437251,"tbc1d24"
"427","ENSMZEG00005011737",2.70843900257031,3.78960919172263,1.09125112922153,3.4727196061882,0.000515213313795883,0.00965468669922153,"SPRY3"
"428","ENSMZEG00005011738",527.307982491216,0.486221966596412,0.165505536062452,2.9377988082099,0.00330551459620609,0.0351290722183711,"tm9sf3"
"429","ENSMZEG00005011773",166.511391115095,0.77375145513627,0.169271229027631,4.57107483404618,4.8522894908822e-06,0.000294411061560157,"grapb"
"430","ENSMZEG00005011798",18.0625007210214,1.25857994182281,0.406468754358847,3.09637562131451,0.0019590202838197,0.0248590639165017,"slc25a14"
"431","ENSMZEG00005011802",29.9107498433785,1.53862580566402,0.506158172931799,3.03981223251202,0.00236725684099366,0.0284209823354661,"mrpl12"
